TERRITORIO	TIME_PERIOD	MEDIDAS	OBS_VALUE	ESTADO_OBSERVACION	CONFIDENCIALIDAD_OBSERVACION	NOTAS_OBSERVACION
Las Palmas	03/2014	Paro resgistrado con experiencia laboral	137582			
Santa Cruz de Tenerife	03/2014	Personas beneficiarias	70041			
Santa Cruz de Tenerife	03/2014	Tasa de cobertura de la prestación de desempleo	57.1			
Santa Cruz de Tenerife	03/2014	Paro resgistrado con experiencia laboral	122586			
Canary Islands	02/2014	Personas beneficiarias	145663			
Canary Islands	02/2014	Tasa de cobertura de la prestación de desempleo	56.3			
Canary Islands	02/2014	Paro resgistrado con experiencia laboral	258779			
Las Palmas	02/2014	Personas beneficiarias	75182			
Las Palmas	02/2014	Tasa de cobertura de la prestación de desempleo	54.7			
Las Palmas	02/2014	Paro resgistrado con experiencia laboral	137445			
Santa Cruz de Tenerife	02/2014	Personas beneficiarias	70481			
Santa Cruz de Tenerife	02/2014	Tasa de cobertura de la prestación de desempleo	58.1			
Santa Cruz de Tenerife	02/2014	Paro resgistrado con experiencia laboral	121334			
Canary Islands	01/2014	Personas beneficiarias	148009			
Canary Islands	01/2014	Tasa de cobertura de la prestación de desempleo	57.1			
Canary Islands	01/2014	Paro resgistrado con experiencia laboral	259338			
Las Palmas	01/2014	Personas beneficiarias	76308			
Las Palmas	01/2014	Tasa de cobertura de la prestación de desempleo	55.5			
Las Palmas	01/2014	Paro resgistrado con experiencia laboral	137436			
Santa Cruz de Tenerife	01/2014	Personas beneficiarias	71701			
Santa Cruz de Tenerife	01/2014	Tasa de cobertura de la prestación de desempleo	58.8			
Santa Cruz de Tenerife	01/2014	Paro resgistrado con experiencia laboral	121902			
Canary Islands	2013	Personas beneficiarias	159376			
Canary Islands	2013	Tasa de cobertura de la prestación de desempleo	58.7			
Canary Islands	2013	Paro resgistrado con experiencia laboral	271578			
Las Palmas	2013	Personas beneficiarias	82832			
Las Palmas	2013	Tasa de cobertura de la prestación de desempleo	57.6			
Las Palmas	2013	Paro resgistrado con experiencia laboral	143757			
Santa Cruz de Tenerife	2013	Personas beneficiarias	76544			
Santa Cruz de Tenerife	2013	Tasa de cobertura de la prestación de desempleo	59.9			
Santa Cruz de Tenerife	2013	Paro resgistrado con experiencia laboral	127821			
Canary Islands	12/2013	Personas beneficiarias	144673			
Canary Islands	12/2013	Tasa de cobertura de la prestación de desempleo	56.3			
Canary Islands	12/2013	Paro resgistrado con experiencia laboral	256965			
Las Palmas	12/2013	Personas beneficiarias	74722			
Las Palmas	12/2013	Tasa de cobertura de la prestación de desempleo	55			
Las Palmas	12/2013	Paro resgistrado con experiencia laboral	135905			
Santa Cruz de Tenerife	12/2013	Personas beneficiarias	69951			
Santa Cruz de Tenerife	12/2013	Tasa de cobertura de la prestación de desempleo	57.8			
Santa Cruz de Tenerife	12/2013	Paro resgistrado con experiencia laboral	121060			
Canary Islands	11/2013	Personas beneficiarias	147562			
Canary Islands	11/2013	Tasa de cobertura de la prestación de desempleo	55.6			
Canary Islands	11/2013	Paro resgistrado con experiencia laboral	265241			
Las Palmas	11/2013	Personas beneficiarias	76222			
Las Palmas	11/2013	Tasa de cobertura de la prestación de desempleo	54.4			
Las Palmas	11/2013	Paro resgistrado con experiencia laboral	140029			
Santa Cruz de Tenerife	11/2013	Personas beneficiarias	71340			
Santa Cruz de Tenerife	11/2013	Tasa de cobertura de la prestación de desempleo	57			
Santa Cruz de Tenerife	11/2013	Paro resgistrado con experiencia laboral	125212			
Canary Islands	10/2013	Personas beneficiarias	149668			
Canary Islands	10/2013	Tasa de cobertura de la prestación de desempleo	56.1			
Canary Islands	10/2013	Paro resgistrado con experiencia laboral	266656			
Las Palmas	10/2013	Personas beneficiarias	77346			
Las Palmas	10/2013	Tasa de cobertura de la prestación de desempleo	54.8			
Las Palmas	10/2013	Paro resgistrado con experiencia laboral	141128			
Santa Cruz de Tenerife	10/2013	Personas beneficiarias	72322			
Santa Cruz de Tenerife	10/2013	Tasa de cobertura de la prestación de desempleo	57.6			
Santa Cruz de Tenerife	10/2013	Paro resgistrado con experiencia laboral	125528			
Canary Islands	09/2013	Personas beneficiarias	152332			
Canary Islands	09/2013	Tasa de cobertura de la prestación de desempleo	57.1			
Canary Islands	09/2013	Paro resgistrado con experiencia laboral	266570			
Las Palmas	09/2013	Personas beneficiarias	78939			
Las Palmas	09/2013	Tasa de cobertura de la prestación de desempleo	55.8			
Las Palmas	09/2013	Paro resgistrado con experiencia laboral	141579			
Santa Cruz de Tenerife	09/2013	Personas beneficiarias	73393			
Santa Cruz de Tenerife	09/2013	Tasa de cobertura de la prestación de desempleo	58.7			
Santa Cruz de Tenerife	09/2013	Paro resgistrado con experiencia laboral	124991			
Canary Islands	08/2013	Personas beneficiarias	163714			
Canary Islands	08/2013	Tasa de cobertura de la prestación de desempleo	60.8			
Canary Islands	08/2013	Paro resgistrado con experiencia laboral	269136			
Las Palmas	08/2013	Personas beneficiarias	85621			
Las Palmas	08/2013	Tasa de cobertura de la prestación de desempleo	60.1			
Las Palmas	08/2013	Paro resgistrado con experiencia laboral	142515			
Santa Cruz de Tenerife	08/2013	Personas beneficiarias	78093			
Santa Cruz de Tenerife	08/2013	Tasa de cobertura de la prestación de desempleo	61.7			
Santa Cruz de Tenerife	08/2013	Paro resgistrado con experiencia laboral	126621			
Canary Islands	07/2013	Personas beneficiarias	168414			
Canary Islands	07/2013	Tasa de cobertura de la prestación de desempleo	61.6			
Canary Islands	07/2013	Paro resgistrado con experiencia laboral	273598			
Las Palmas	07/2013	Personas beneficiarias	88098			
Las Palmas	07/2013	Tasa de cobertura de la prestación de desempleo	60.8			
Las Palmas	07/2013	Paro resgistrado con experiencia laboral	144865			
Santa Cruz de Tenerife	07/2013	Personas beneficiarias	80316			
Santa Cruz de Tenerife	07/2013	Tasa de cobertura de la prestación de desempleo	62.4			
Santa Cruz de Tenerife	07/2013	Paro resgistrado con experiencia laboral	128733			
Canary Islands	06/2013	Personas beneficiarias	165002			
Canary Islands	06/2013	Tasa de cobertura de la prestación de desempleo	59.6			
Canary Islands	06/2013	Paro resgistrado con experiencia laboral	276820			
Las Palmas	06/2013	Personas beneficiarias	86547			
Las Palmas	06/2013	Tasa de cobertura de la prestación de desempleo	59.1			
Las Palmas	06/2013	Paro resgistrado con experiencia laboral	146360			
Santa Cruz de Tenerife	06/2013	Personas beneficiarias	78455			
Santa Cruz de Tenerife	06/2013	Tasa de cobertura de la prestación de desempleo	60.1			
Santa Cruz de Tenerife	06/2013	Paro resgistrado con experiencia laboral	130460			
Canary Islands	05/2013	Personas beneficiarias	165207			
Canary Islands	05/2013	Tasa de cobertura de la prestación de desempleo	59.1			
Canary Islands	05/2013	Paro resgistrado con experiencia laboral	279764			
Las Palmas	05/2013	Personas beneficiarias	86437			
Las Palmas	05/2013	Tasa de cobertura de la prestación de desempleo	58.4			
Las Palmas	05/2013	Paro resgistrado con experiencia laboral	148129			
Santa Cruz de Tenerife	05/2013	Personas beneficiarias	78770			
Santa Cruz de Tenerife	05/2013	Tasa de cobertura de la prestación de desempleo	59.8			
Santa Cruz de Tenerife	05/2013	Paro resgistrado con experiencia laboral	131635			
Canary Islands	04/2013	Personas beneficiarias	162993			
Canary Islands	04/2013	Tasa de cobertura de la prestación de desempleo	58.4			
Canary Islands	04/2013	Paro resgistrado con experiencia laboral	279282			
Las Palmas	04/2013	Personas beneficiarias	84629			
Las Palmas	04/2013	Tasa de cobertura de la prestación de desempleo	57.2			
Las Palmas	04/2013	Paro resgistrado con experiencia laboral	147894			
Santa Cruz de Tenerife	04/2013	Personas beneficiarias	78364			
Santa Cruz de Tenerife	04/2013	Tasa de cobertura de la prestación de desempleo	59.6			
Santa Cruz de Tenerife	04/2013	Paro resgistrado con experiencia laboral	131388			
Canary Islands	03/2013	Personas beneficiarias	161358			
Canary Islands	03/2013	Tasa de cobertura de la prestación de desempleo	58.6			
Canary Islands	03/2013	Paro resgistrado con experiencia laboral	275550			
Las Palmas	03/2013	Personas beneficiarias	83707			
Las Palmas	03/2013	Tasa de cobertura de la prestación de desempleo	57.4			
Las Palmas	03/2013	Paro resgistrado con experiencia laboral	145855			
Santa Cruz de Tenerife	03/2013	Personas beneficiarias	77651			
Santa Cruz de Tenerife	03/2013	Tasa de cobertura de la prestación de desempleo	59.9			
Santa Cruz de Tenerife	03/2013	Paro resgistrado con experiencia laboral	129695			
Canary Islands	02/2013	Personas beneficiarias	165510			
Canary Islands	02/2013	Tasa de cobertura de la prestación de desempleo	60.1			
Canary Islands	02/2013	Paro resgistrado con experiencia laboral	275555			
Las Palmas	02/2013	Personas beneficiarias	85850			
Las Palmas	02/2013	Tasa de cobertura de la prestación de desempleo	58.9			
Las Palmas	02/2013	Paro resgistrado con experiencia laboral	145770			
Santa Cruz de Tenerife	02/2013	Personas beneficiarias	79660			
Santa Cruz de Tenerife	02/2013	Tasa de cobertura de la prestación de desempleo	61.4			
Santa Cruz de Tenerife	02/2013	Paro resgistrado con experiencia laboral	129785			
Canary Islands	01/2013	Personas beneficiarias	166080			
Canary Islands	01/2013	Tasa de cobertura de la prestación de desempleo	60.7			
Canary Islands	01/2013	Paro resgistrado con experiencia laboral	273795			
Las Palmas	01/2013	Personas beneficiarias	85865			
Las Palmas	01/2013	Tasa de cobertura de la prestación de desempleo	59.2			
Las Palmas	01/2013	Paro resgistrado con experiencia laboral	145054			
Santa Cruz de Tenerife	01/2013	Personas beneficiarias	80215			
Santa Cruz de Tenerife	01/2013	Tasa de cobertura de la prestación de desempleo	62.3			
Santa Cruz de Tenerife	01/2013	Paro resgistrado con experiencia laboral	128741			
Canary Islands	2012	Personas beneficiarias	169378			
Canary Islands	2012	Tasa de cobertura de la prestación de desempleo	62.5			
Canary Islands	2012	Paro resgistrado con experiencia laboral	270797			
Las Palmas	2012	Personas beneficiarias	88374			
Las Palmas	2012	Tasa de cobertura de la prestación de desempleo	61.6			
Las Palmas	2012	Paro resgistrado con experiencia laboral	143374			
Santa Cruz de Tenerife	2012	Personas beneficiarias	81005			
Santa Cruz de Tenerife	2012	Tasa de cobertura de la prestación de desempleo	63.6			
Santa Cruz de Tenerife	2012	Paro resgistrado con experiencia laboral	127423			
Canary Islands	12/2012	Personas beneficiarias	161893			
Canary Islands	12/2012	Tasa de cobertura de la prestación de desempleo	60.2			
Canary Islands	12/2012	Paro resgistrado con experiencia laboral	268860			
Las Palmas	12/2012	Personas beneficiarias	83619			
Las Palmas	12/2012	Tasa de cobertura de la prestación de desempleo	58.9			
Las Palmas	12/2012	Paro resgistrado con experiencia laboral	142067			
Santa Cruz de Tenerife	12/2012	Personas beneficiarias	78274			
Santa Cruz de Tenerife	12/2012	Tasa de cobertura de la prestación de desempleo	61.7			
Santa Cruz de Tenerife	12/2012	Paro resgistrado con experiencia laboral	126793			
Canary Islands	11/2012	Personas beneficiarias	164775			
Canary Islands	11/2012	Tasa de cobertura de la prestación de desempleo	60.5			
Canary Islands	11/2012	Paro resgistrado con experiencia laboral	272469			
Las Palmas	11/2012	Personas beneficiarias	85152			
Las Palmas	11/2012	Tasa de cobertura de la prestación de desempleo	59.2			
Las Palmas	11/2012	Paro resgistrado con experiencia laboral	143907			
Santa Cruz de Tenerife	11/2012	Personas beneficiarias	79623			
Santa Cruz de Tenerife	11/2012	Tasa de cobertura de la prestación de desempleo	61.9			
Santa Cruz de Tenerife	11/2012	Paro resgistrado con experiencia laboral	128562			
Canary Islands	10/2012	Personas beneficiarias	163938			
Canary Islands	10/2012	Tasa de cobertura de la prestación de desempleo	60.4			
Canary Islands	10/2012	Paro resgistrado con experiencia laboral	271301			
Las Palmas	10/2012	Personas beneficiarias	85066			
Las Palmas	10/2012	Tasa de cobertura de la prestación de desempleo	59.2			
Las Palmas	10/2012	Paro resgistrado con experiencia laboral	143654			
Santa Cruz de Tenerife	10/2012	Personas beneficiarias	78872			
Santa Cruz de Tenerife	10/2012	Tasa de cobertura de la prestación de desempleo	61.8			
Santa Cruz de Tenerife	10/2012	Paro resgistrado con experiencia laboral	127647			
Canary Islands	09/2012	Personas beneficiarias	165930			
Canary Islands	09/2012	Tasa de cobertura de la prestación de desempleo	60.9			
Canary Islands	09/2012	Paro resgistrado con experiencia laboral	272484			
Las Palmas	09/2012	Personas beneficiarias	86433			
Las Palmas	09/2012	Tasa de cobertura de la prestación de desempleo	59.8			
Las Palmas	09/2012	Paro resgistrado con experiencia laboral	144493			
Santa Cruz de Tenerife	09/2012	Personas beneficiarias	79497			
Santa Cruz de Tenerife	09/2012	Tasa de cobertura de la prestación de desempleo	62.1			
Santa Cruz de Tenerife	09/2012	Paro resgistrado con experiencia laboral	127991			
Canary Islands	08/2012	Personas beneficiarias	176484			
Canary Islands	08/2012	Tasa de cobertura de la prestación de desempleo	64.7			
Canary Islands	08/2012	Paro resgistrado con experiencia laboral	272778			
Las Palmas	08/2012	Personas beneficiarias	92417			
Las Palmas	08/2012	Tasa de cobertura de la prestación de desempleo	63.9			
Las Palmas	08/2012	Paro resgistrado con experiencia laboral	144547			
Santa Cruz de Tenerife	08/2012	Personas beneficiarias	84067			
Santa Cruz de Tenerife	08/2012	Tasa de cobertura de la prestación de desempleo	65.6			
Santa Cruz de Tenerife	08/2012	Paro resgistrado con experiencia laboral	128231			
Canary Islands	07/2012	Personas beneficiarias	178063			
Canary Islands	07/2012	Tasa de cobertura de la prestación de desempleo	65			
Canary Islands	07/2012	Paro resgistrado con experiencia laboral	273784			
Las Palmas	07/2012	Personas beneficiarias	93634			
Las Palmas	07/2012	Tasa de cobertura de la prestación de desempleo	64.7			
Las Palmas	07/2012	Paro resgistrado con experiencia laboral	144685			
Santa Cruz de Tenerife	07/2012	Personas beneficiarias	84429			
Santa Cruz de Tenerife	07/2012	Tasa de cobertura de la prestación de desempleo	65.4			
Santa Cruz de Tenerife	07/2012	Paro resgistrado con experiencia laboral	129099			
Canary Islands	06/2012	Personas beneficiarias	172812			
Canary Islands	06/2012	Tasa de cobertura de la prestación de desempleo	62.9			
Canary Islands	06/2012	Paro resgistrado con experiencia laboral	274869			
Las Palmas	06/2012	Personas beneficiarias	90757			
Las Palmas	06/2012	Tasa de cobertura de la prestación de desempleo	62.3			
Las Palmas	06/2012	Paro resgistrado con experiencia laboral	145614			
Santa Cruz de Tenerife	06/2012	Personas beneficiarias	82055			
Santa Cruz de Tenerife	06/2012	Tasa de cobertura de la prestación de desempleo	63.5			
Santa Cruz de Tenerife	06/2012	Paro resgistrado con experiencia laboral	129255			
Canary Islands	05/2012	Personas beneficiarias	171835			
Canary Islands	05/2012	Tasa de cobertura de la prestación de desempleo	62.1			
Canary Islands	05/2012	Paro resgistrado con experiencia laboral	276925			
Las Palmas	05/2012	Personas beneficiarias	90363			
Las Palmas	05/2012	Tasa de cobertura de la prestación de desempleo	61.5			
Las Palmas	05/2012	Paro resgistrado con experiencia laboral	147009			
Santa Cruz de Tenerife	05/2012	Personas beneficiarias	81472			
Santa Cruz de Tenerife	05/2012	Tasa de cobertura de la prestación de desempleo	62.7			
Santa Cruz de Tenerife	05/2012	Paro resgistrado con experiencia laboral	129916			
Canary Islands	04/2012	Personas beneficiarias	168182			
Canary Islands	04/2012	Tasa de cobertura de la prestación de desempleo	61.6			
Canary Islands	04/2012	Paro resgistrado con experiencia laboral	272953			
Las Palmas	04/2012	Personas beneficiarias	87919			
Las Palmas	04/2012	Tasa de cobertura de la prestación de desempleo	60.7			
Las Palmas	04/2012	Paro resgistrado con experiencia laboral	144902			
Santa Cruz de Tenerife	04/2012	Personas beneficiarias	80263			
Santa Cruz de Tenerife	04/2012	Tasa de cobertura de la prestación de desempleo	62.7			
Santa Cruz de Tenerife	04/2012	Paro resgistrado con experiencia laboral	128051			
Canary Islands	03/2012	Personas beneficiarias	168797			
Canary Islands	03/2012	Tasa de cobertura de la prestación de desempleo	62.9			
Canary Islands	03/2012	Paro resgistrado con experiencia laboral	268427			
Las Palmas	03/2012	Personas beneficiarias	88012			
Las Palmas	03/2012	Tasa de cobertura de la prestación de desempleo	61.9			
Las Palmas	03/2012	Paro resgistrado con experiencia laboral	142107			
Santa Cruz de Tenerife	03/2012	Personas beneficiarias	80785			
Santa Cruz de Tenerife	03/2012	Tasa de cobertura de la prestación de desempleo	64			
Santa Cruz de Tenerife	03/2012	Paro resgistrado con experiencia laboral	126320			
Canary Islands	02/2012	Personas beneficiarias	169878			
Canary Islands	02/2012	Tasa de cobertura de la prestación de desempleo	64.2			
Canary Islands	02/2012	Paro resgistrado con experiencia laboral	264459			
Las Palmas	02/2012	Personas beneficiarias	88461			
Las Palmas	02/2012	Tasa de cobertura de la prestación de desempleo	63.2			
Las Palmas	02/2012	Paro resgistrado con experiencia laboral	139961			
Santa Cruz de Tenerife	02/2012	Personas beneficiarias	81417			
Santa Cruz de Tenerife	02/2012	Tasa de cobertura de la prestación de desempleo	65.4			
Santa Cruz de Tenerife	02/2012	Paro resgistrado con experiencia laboral	124498			
Canary Islands	01/2012	Personas beneficiarias	169954			
Canary Islands	01/2012	Tasa de cobertura de la prestación de desempleo	65.3			
Canary Islands	01/2012	Paro resgistrado con experiencia laboral	260256			
Las Palmas	01/2012	Personas beneficiarias	88650			
Las Palmas	01/2012	Tasa de cobertura de la prestación de desempleo	64.5			
Las Palmas	01/2012	Paro resgistrado con experiencia laboral	137543			
Santa Cruz de Tenerife	01/2012	Personas beneficiarias	81304			
Santa Cruz de Tenerife	01/2012	Tasa de cobertura de la prestación de desempleo	66.3			
Santa Cruz de Tenerife	01/2012	Paro resgistrado con experiencia laboral	122713			
Canary Islands	2011	Personas beneficiarias	167010			
Canary Islands	2011	Tasa de cobertura de la prestación de desempleo	68.5			
Canary Islands	2011	Paro resgistrado con experiencia laboral	243671			
Las Palmas	2011	Personas beneficiarias	87833			
Las Palmas	2011	Tasa de cobertura de la prestación de desempleo	67.8			
Las Palmas	2011	Paro resgistrado con experiencia laboral	129512			
Santa Cruz de Tenerife	2011	Personas beneficiarias	79177			
Santa Cruz de Tenerife	2011	Tasa de cobertura de la prestación de desempleo	69.4			
Santa Cruz de Tenerife	2011	Paro resgistrado con experiencia laboral	114158			
Canary Islands	12/2011	Personas beneficiarias	166536			
Canary Islands	12/2011	Tasa de cobertura de la prestación de desempleo	66.1			
Canary Islands	12/2011	Paro resgistrado con experiencia laboral	252034			
Las Palmas	12/2011	Personas beneficiarias	87324			
Las Palmas	12/2011	Tasa de cobertura de la prestación de desempleo	65.5			
Las Palmas	12/2011	Paro resgistrado con experiencia laboral	133376			
Santa Cruz de Tenerife	12/2011	Personas beneficiarias	79212			
Santa Cruz de Tenerife	12/2011	Tasa de cobertura de la prestación de desempleo	66.8			
Santa Cruz de Tenerife	12/2011	Paro resgistrado con experiencia laboral	118658			
Canary Islands	11/2011	Personas beneficiarias	165979			
Canary Islands	11/2011	Tasa de cobertura de la prestación de desempleo	65.8			
Canary Islands	11/2011	Paro resgistrado con experiencia laboral	252390			
Las Palmas	11/2011	Personas beneficiarias	86523			
Las Palmas	11/2011	Tasa de cobertura de la prestación de desempleo	64.9			
Las Palmas	11/2011	Paro resgistrado con experiencia laboral	133349			
Santa Cruz de Tenerife	11/2011	Personas beneficiarias	79456			
Santa Cruz de Tenerife	11/2011	Tasa de cobertura de la prestación de desempleo	66.7			
Santa Cruz de Tenerife	11/2011	Paro resgistrado con experiencia laboral	119041			
Canary Islands	10/2011	Personas beneficiarias	159961			
Canary Islands	10/2011	Tasa de cobertura de la prestación de desempleo	65.3			
Canary Islands	10/2011	Paro resgistrado con experiencia laboral	244836			
Las Palmas	10/2011	Personas beneficiarias	83898			
Las Palmas	10/2011	Tasa de cobertura de la prestación de desempleo	64.4			
Las Palmas	10/2011	Paro resgistrado con experiencia laboral	130185			
Santa Cruz de Tenerife	10/2011	Personas beneficiarias	76063			
Santa Cruz de Tenerife	10/2011	Tasa de cobertura de la prestación de desempleo	66.3			
Santa Cruz de Tenerife	10/2011	Paro resgistrado con experiencia laboral	114651			
Canary Islands	09/2011	Personas beneficiarias	158102			
Canary Islands	09/2011	Tasa de cobertura de la prestación de desempleo	66.1			
Canary Islands	09/2011	Paro resgistrado con experiencia laboral	239354			
Las Palmas	09/2011	Personas beneficiarias	82769			
Las Palmas	09/2011	Tasa de cobertura de la prestación de desempleo	65.4			
Las Palmas	09/2011	Paro resgistrado con experiencia laboral	126608			
Santa Cruz de Tenerife	09/2011	Personas beneficiarias	75333			
Santa Cruz de Tenerife	09/2011	Tasa de cobertura de la prestación de desempleo	66.8			
Santa Cruz de Tenerife	09/2011	Paro resgistrado con experiencia laboral	112746			
Canary Islands	08/2011	Personas beneficiarias	167141			
Canary Islands	08/2011	Tasa de cobertura de la prestación de desempleo	69.4			
Canary Islands	08/2011	Paro resgistrado con experiencia laboral	240781			
Las Palmas	08/2011	Personas beneficiarias	87744			
Las Palmas	08/2011	Tasa de cobertura de la prestación de desempleo	68.9			
Las Palmas	08/2011	Paro resgistrado con experiencia laboral	127277			
Santa Cruz de Tenerife	08/2011	Personas beneficiarias	79397			
Santa Cruz de Tenerife	08/2011	Tasa de cobertura de la prestación de desempleo	70			
Santa Cruz de Tenerife	08/2011	Paro resgistrado con experiencia laboral	113504			
Canary Islands	07/2011	Personas beneficiarias	170600			
Canary Islands	07/2011	Tasa de cobertura de la prestación de desempleo	70.3			
Canary Islands	07/2011	Paro resgistrado con experiencia laboral	242668			
Las Palmas	07/2011	Personas beneficiarias	89994			
Las Palmas	07/2011	Tasa de cobertura de la prestación de desempleo	70			
Las Palmas	07/2011	Paro resgistrado con experiencia laboral	128474			
Santa Cruz de Tenerife	07/2011	Personas beneficiarias	80606			
Santa Cruz de Tenerife	07/2011	Tasa de cobertura de la prestación de desempleo	70.6			
Santa Cruz de Tenerife	07/2011	Paro resgistrado con experiencia laboral	114194			
Canary Islands	06/2011	Personas beneficiarias	166232			
Canary Islands	06/2011	Tasa de cobertura de la prestación de desempleo	68.6			
Canary Islands	06/2011	Paro resgistrado con experiencia laboral	242449			
Las Palmas	06/2011	Personas beneficiarias	88011			
Las Palmas	06/2011	Tasa de cobertura de la prestación de desempleo	68.2			
Las Palmas	06/2011	Paro resgistrado con experiencia laboral	129068			
Santa Cruz de Tenerife	06/2011	Personas beneficiarias	78221			
Santa Cruz de Tenerife	06/2011	Tasa de cobertura de la prestación de desempleo	69			
Santa Cruz de Tenerife	06/2011	Paro resgistrado con experiencia laboral	113381			
Canary Islands	05/2011	Personas beneficiarias	162621			
Canary Islands	05/2011	Tasa de cobertura de la prestación de desempleo	67.4			
Canary Islands	05/2011	Paro resgistrado con experiencia laboral	241272			
Las Palmas	05/2011	Personas beneficiarias	86483			
Las Palmas	05/2011	Tasa de cobertura de la prestación de desempleo	66.7			
Las Palmas	05/2011	Paro resgistrado con experiencia laboral	129629			
Santa Cruz de Tenerife	05/2011	Personas beneficiarias	76138			
Santa Cruz de Tenerife	05/2011	Tasa de cobertura de la prestación de desempleo	68.2			
Santa Cruz de Tenerife	05/2011	Paro resgistrado con experiencia laboral	111643			
Canary Islands	04/2011	Personas beneficiarias	164490			
Canary Islands	04/2011	Tasa de cobertura de la prestación de desempleo	68.4			
Canary Islands	04/2011	Paro resgistrado con experiencia laboral	240329			
Las Palmas	04/2011	Personas beneficiarias	86553			
Las Palmas	04/2011	Tasa de cobertura de la prestación de desempleo	67.5			
Las Palmas	04/2011	Paro resgistrado con experiencia laboral	128165			
Santa Cruz de Tenerife	04/2011	Personas beneficiarias	77937			
Santa Cruz de Tenerife	04/2011	Tasa de cobertura de la prestación de desempleo	69.5			
Santa Cruz de Tenerife	04/2011	Paro resgistrado con experiencia laboral	112164			
Canary Islands	03/2011	Personas beneficiarias	170602			
Canary Islands	03/2011	Tasa de cobertura de la prestación de desempleo	70.1			
Canary Islands	03/2011	Paro resgistrado con experiencia laboral	243486			
Las Palmas	03/2011	Personas beneficiarias	89337			
Las Palmas	03/2011	Tasa de cobertura de la prestación de desempleo	68.9			
Las Palmas	03/2011	Paro resgistrado con experiencia laboral	129656			
Santa Cruz de Tenerife	03/2011	Personas beneficiarias	81265			
Santa Cruz de Tenerife	03/2011	Tasa de cobertura de la prestación de desempleo	71.4			
Santa Cruz de Tenerife	03/2011	Paro resgistrado con experiencia laboral	113830			
Canary Islands	02/2011	Personas beneficiarias	174789			
Canary Islands	02/2011	Tasa de cobertura de la prestación de desempleo	71.8			
Canary Islands	02/2011	Paro resgistrado con experiencia laboral	243567			
Las Palmas	02/2011	Personas beneficiarias	91799			
Las Palmas	02/2011	Tasa de cobertura de la prestación de desempleo	70.8			
Las Palmas	02/2011	Paro resgistrado con experiencia laboral	129648			
Santa Cruz de Tenerife	02/2011	Personas beneficiarias	82990			
Santa Cruz de Tenerife	02/2011	Tasa de cobertura de la prestación de desempleo	72.9			
Santa Cruz de Tenerife	02/2011	Paro resgistrado con experiencia laboral	113919			
Canary Islands	01/2011	Personas beneficiarias	177073			
Canary Islands	01/2011	Tasa de cobertura de la prestación de desempleo	73.5			
Canary Islands	01/2011	Paro resgistrado con experiencia laboral	240882			
Las Palmas	01/2011	Personas beneficiarias	93563			
Las Palmas	01/2011	Tasa de cobertura de la prestación de desempleo	72.7			
Las Palmas	01/2011	Paro resgistrado con experiencia laboral	128712			
Santa Cruz de Tenerife	01/2011	Personas beneficiarias	83510			
Santa Cruz de Tenerife	01/2011	Tasa de cobertura de la prestación de desempleo	74.4			
Santa Cruz de Tenerife	01/2011	Paro resgistrado con experiencia laboral	112170			
Canary Islands	2010	Personas beneficiarias	188032			
Canary Islands	2010	Tasa de cobertura de la prestación de desempleo	78.2			
Canary Islands	2010	Paro resgistrado con experiencia laboral	240443			
Las Palmas	2010	Personas beneficiarias	100022			
Las Palmas	2010	Tasa de cobertura de la prestación de desempleo	77.6			
Las Palmas	2010	Paro resgistrado con experiencia laboral	128968			
Santa Cruz de Tenerife	2010	Personas beneficiarias	88010			
Santa Cruz de Tenerife	2010	Tasa de cobertura de la prestación de desempleo	79			
Santa Cruz de Tenerife	2010	Paro resgistrado con experiencia laboral	111475			
Canary Islands	2009	Personas beneficiarias	162557			
Canary Islands	2009	Tasa de cobertura de la prestación de desempleo	72.8			
Canary Islands	2009	Paro resgistrado con experiencia laboral	223265			
Las Palmas	2009	Personas beneficiarias	87723			
Las Palmas	2009	Tasa de cobertura de la prestación de desempleo	72.6			
Las Palmas	2009	Paro resgistrado con experiencia laboral	120892			
Santa Cruz de Tenerife	2009	Personas beneficiarias	74834			
Santa Cruz de Tenerife	2009	Tasa de cobertura de la prestación de desempleo	73.1			
Santa Cruz de Tenerife	2009	Paro resgistrado con experiencia laboral	102373			
Canary Islands	2008	Personas beneficiarias	110310			
Canary Islands	2008	Tasa de cobertura de la prestación de desempleo	70.7			
Canary Islands	2008	Paro resgistrado con experiencia laboral	155947			
Las Palmas	2008	Personas beneficiarias	61484			
Las Palmas	2008	Tasa de cobertura de la prestación de desempleo	72			
Las Palmas	2008	Paro resgistrado con experiencia laboral	85451			
Santa Cruz de Tenerife	2008	Personas beneficiarias	48825			
Santa Cruz de Tenerife	2008	Tasa de cobertura de la prestación de desempleo	69.3			
Santa Cruz de Tenerife	2008	Paro resgistrado con experiencia laboral	70496			
Canary Islands	2007	Personas beneficiarias	80566			
Canary Islands	2007	Tasa de cobertura de la prestación de desempleo	68.6			
Canary Islands	2007	Paro resgistrado con experiencia laboral	117418			
Las Palmas	2007	Personas beneficiarias	45855			
Las Palmas	2007	Tasa de cobertura de la prestación de desempleo	70.4			
Las Palmas	2007	Paro resgistrado con experiencia laboral	65156			
Santa Cruz de Tenerife	2007	Personas beneficiarias	34711			
Santa Cruz de Tenerife	2007	Tasa de cobertura de la prestación de desempleo	66.4			
Santa Cruz de Tenerife	2007	Paro resgistrado con experiencia laboral	52262			
